call_id,call_outcome,success,situation,strategies,effect
call_010,demo_booked,1,"The prospect explained they had just opened another location, were extremely busy, and had not been able to respond, acknowledging they likely lost the promotion.","The rep responded with understanding and empathy, avoiding pressure and keeping the tone supportive to maintain rapport.",proceed
call_010,demo_booked,1,The prospect clarified they had a partner and both decided to put the project on hold for one to two weeks due to lack of time.,"The rep acknowledged the situation calmly, confirmed understanding, and did not push for immediate commitment, maintaining the relationship.",proceed
call_010,demo_booked,1,"The prospect stated they were working long hours and could not meet for at least three weeks, suggesting a follow-up call in two weeks instead.","The rep accepted the delay, confirmed a specific follow-up timeframe, and scheduled a call for the week of the 16th to keep the opportunity alive.",proceed
call_011,demo_booked,1,The prospect explained they were still dealing with a personal issue and were not ready to move forward or book a demo at the moment.,"The rep acknowledged the situation empathetically, apologized for the timing, and expressed understanding. They then mentioned limited-time promotions to create mild urgency while leaving the decision open for the prospect to reconnect later.",not_proceed
call_011,demo_booked,1,"After the rep mentioned promotions and discounts, the prospect responded politely but without re-engaging or showing renewed interest.","The rep attempted to reframe the timing by highlighting potential benefits and scarcity, but did not press for a commitment or schedule a follow-up, ending the call courteously.",not_proceed
call_012,demo_booked,1,"The prospect explained they had just started using DoorDash and were still setting up their online presence, indicating they were early in their digital ordering journey.",The rep acknowledged the situation empathetically and used it as a segue to introduce Owner.com’s value proposition around direct online delivery and building a website.,proceed
call_012,demo_booked,1,The prospect stated they were at the gym and requested that the rep email them instead of continuing the call.,"The rep respected the interruption, confirmed the prospect’s email address, and agreed to follow up via email rather than pushing for a live demo.",not_proceed
call_013,demo_booked,1,"The prospect seemed unaware or unprepared for the meeting time change from tomorrow to 2:45 today, creating confusion about availability.","The rep clarified the scheduling change, confirmed who the rep had spoken with previously, and offered flexibility by suggesting alternate times (e.g., 3:00) to accommodate the prospect.",proceed
call_013,demo_booked,1,"The prospect indicated that they were not the owner but the general manager, raising uncertainty about whether they were the correct decision-maker for the demo.","The rep confirmed the ownership structure, acknowledged that the owner (Shemjith) was the main contact, and proposed proceeding with the owner’s scheduled meeting while keeping the general manager informed.",proceed
call_013,demo_booked,1,The prospect showed hesitation or uncertainty about joining the video call immediately.,"The rep reassured the prospect that they could join later, explained that it was a video call, and proactively sent a calendar invite with the link to make joining easier.",proceed
call_014,demo_booked,1,The prospect on the line was not the intended contact (Eunice Thorek) and seemed unsure about the request for information.,"The rep clarified the purpose of the call, explained that Eunice had requested information, and politely asked if the current contact knew about it. The rep maintained a friendly tone and avoided pressure.",unclear
call_014,demo_booked,1,The person answering could not confirm why Eunice submitted the request or provide further details.,"The rep offered to leave their mobile number for follow-up and suggested the contact check with Eunice, positioning it as a low-pressure next step.",proceed
call_014,demo_booked,1,The call ended without reaching the decision-maker or confirming a demo time.,"The rep closed by setting an expectation to call back in an hour or two to follow up, keeping the door open for future contact.",unclear
call_015,demo_booked,1,"The prospect expressed hesitation about making changes to their current setup, implying they might not want to invest time or effort into switching systems.","The rep acknowledged the emotional difficulty of making a change, validated the prospect’s current efforts, and emphasized that switching would not require heavy lifting. This approach aimed to reduce perceived risk and resistance.",unclear
call_015,demo_booked,1,The prospect indicated a preference to delay any decision and think about it for a couple of months.,"The rep accepted the delay, suggested scheduling a follow-up after a few weeks or months, and framed both waiting and moving forward soon as equally acceptable options to maintain rapport and keep the door open.",not_proceed
call_016,not_booked,0,The prospect explained that their kitchen is already at full capacity and cannot handle additional online orders due to limited space and workload.,"The rep acknowledged the concern empathetically, normalized it by saying they hear that often, but did not offer any solution or reframe to show how online ordering could still fit their situation.",not_proceed
call_016,not_booked,0,The prospect reiterated that they had previously considered online ordering but decided against it because they can barely keep up with current demand and have a small kitchen.,"The rep agreed and validated the reasoning again without probing further or exploring potential benefits such as scheduling, order throttling, or efficiency improvements.",not_proceed
call_017,not_booked,0,The person who answered the call stated that the intended prospect was not present and seemed unsure who the rep was referring to.,"The rep clarified the relationship between the individuals (mom and sister), referenced a prior conversation, and maintained a polite tone to keep engagement open.",unclear
call_017,not_booked,0,The person on the call expressed confusion about what company the rep represented and the purpose of the call.,The rep clearly stated the company name (owner.com) and referenced the website report to re-establish context and legitimacy.,proceed
call_017,not_booked,0,The person indicated they had no idea about the report and attempted to end the call.,"The rep quickly pivoted by offering to share contact information and walk them through the report, reframing the call as helpful rather than intrusive.",proceed
call_018,not_booked,0,"The prospect directly asked what the rep was selling, signaling impatience and a desire to quickly qualify the call.",The rep acknowledged the request and provided a concise explanation using a local reference and a success story about helping another restaurant reduce commission fees and increase revenue.,proceed
call_018,not_booked,0,The prospect stated they had already changed their POS system and believed they were already covered by what the rep was offering.,"The rep attempted to clarify that their solution was not a POS system, but did not elaborate further or reframe the value proposition to differentiate clearly.",not_proceed
call_018,not_booked,0,"The prospect expressed disinterest, saying they did not need the service and that they do not rely on DoorDash or similar platforms.","The rep acknowledged the objection politely, agreed with the prospect’s position, and ended the call without attempting to explore other potential needs or pivot the conversation.",not_proceed
call_019,not_booked,0,"The prospect immediately expressed disinterest, stating that their sister is an IT engineer who manages their website and online presence.",The rep acknowledged the statement politely and attempted to re-engage by asking a clarifying question about whether the restaurant offers online ordering to identify a potential need.,not_proceed
call_019,not_booked,0,"The prospect clarified that they do not offer online ordering, only catering, and reiterated that their sister handles all technical aspects.",The rep acknowledged the response multiple times with affirmations ('Gotcha') but did not attempt to reposition the value proposition or address the underlying objection.,not_proceed
call_020,not_booked,0,"The prospect clarified that their website and online presence are controlled by the corporate franchise, limiting their ability to make independent marketing or website decisions.","The rep acknowledged the limitation, confirmed understanding, and adjusted expectations by noting the offer might not be relevant in this case. The rep did not attempt to explore alternative angles such as corporate contact or local marketing autonomy.",not_proceed
call_020,not_booked,0,"The prospect expressed disinterest after hearing the rep’s brief explanation of the service, stating they were 'not super interested.'","The rep accepted the disinterest without probing further or attempting to reframe value, instead agreeing that the service would need franchise-level adoption and ending the call politely.",not_proceed
call_021,not_booked,0,The prospect informs the rep that the intended contact (the person who booked the demo) is not available.,"The rep remains polite and calm, asks for a small favor, and explains the purpose of the call to verify if the meeting can be rescheduled. This maintains professionalism and keeps the door open for future contact.",unclear
call_021,not_booked,0,"The prospect asks what the meeting was for, showing uncertainty about the purpose of the scheduled demo.","The rep clarifies that the meeting was about reviewing the restaurant’s online presence and website through Owner.com, referencing the AI grader to provide context and legitimacy.",proceed
call_021,not_booked,0,The prospect indicates that the intended contact may not be available the next day either.,"The rep acknowledges the information politely, thanks the prospect, and ends the call courteously without pressing further or securing a new time.",not_proceed
call_022,not_booked,0,"The prospect clarified that they are not the owner of the restaurant, creating uncertainty about whether the rep was speaking with the decision-maker.","The rep quickly acknowledged the misunderstanding, confirmed the correct ownership information, and asked who would be the best person to speak with regarding online ordering.",proceed
call_022,not_booked,0,"The prospect provided a website contact (callsoulco.com) instead of a direct person, indicating limited engagement and a potential barrier to scheduling a demo.","The rep accepted the website lead without probing further for a name, phone number, or email, and ended the call politely.",not_proceed
call_023,not_booked,0,"The prospect did not engage or show interest early in the call, providing minimal or no responses when the rep attempted to confirm ownership and relevance.",The rep attempted to clarify the prospect’s connection to the restaurant by asking if they owned any locations and referencing a specific site to establish context.,unclear
call_023,not_booked,0,The prospect appeared disinterested or unresponsive after the rep introduced the company and value proposition.,The rep briefly explained the company’s offering—helping restaurants reduce delivery commissions and improve visibility—but did not probe for interest or handle the lack of engagement before ending the call.,not_proceed
call_024,not_booked,0,The prospect stated they were not the right person to discuss online ordering or commissions and provided another phone number to contact the office.,"The rep politely acknowledged the information, confirmed the number, and asked clarifying questions about who to contact, showing persistence while maintaining professionalism.",proceed
call_024,not_booked,0,"The prospect mentioned that the business already uses a system and is likely satisfied with it, implying no current need for the rep’s solution.","The rep did not attempt to differentiate their offer or address the satisfaction objection, instead ending the call courteously.",not_proceed
call_025,not_booked,0,The prospect expressed confusion and possible disinterest when the rep asked if increasing online orders or business growth was a priority.,"The rep attempted to clarify by rephrasing the question multiple times, asking about capacity and whether the owner wanted to increase online business, but did not adapt messaging or provide value alignment when the prospect remained unclear.",not_proceed
call_025,not_booked,0,"The prospect gave short or unclear responses when asked about existing online ordering and capacity to take more orders, indicating hesitation or lack of engagement.",The rep acknowledged the responses with repeated 'okay' statements but did not probe deeper or reframe the value proposition to re-engage the prospect.,not_proceed
call_025,not_booked,0,"At the end of the call, the prospect did not express interest or agreement to continue, signaling disengagement.",The rep ended the call politely without attempting a final close or scheduling a follow-up.,not_proceed
call_026,not_booked,0,"The prospect informed the rep that the main contact, Dr. Cusick, had just left and would not be available to continue the conversation.","The rep sought clarification multiple times about whether the call was intentionally ended or dropped, attempting to confirm if the main contact might still be reachable. However, the rep did not pivot to rescheduling or securing a callback, ending the call after brief acknowledgment.",not_proceed
call_027,not_booked,0,The prospect expressed confusion about who was calling and did not recognize the rep or the purpose of the call.,"The rep attempted to clarify identity by repeating their name, referencing a mutual contact (Julian), and mentioning a nearby restaurant to build familiarity.",unclear
call_027,not_booked,0,"The prospect stated it was not a good time to talk and redirected the rep to contact her husband, who manages business matters.","The rep acknowledged the situation politely, expressed understanding, and asked for the husband’s contact information to continue the conversation later.",not_proceed
call_027,not_booked,0,The prospect declined to provide her husband’s contact information and reiterated that she could not help further.,The rep accepted the refusal without pressing further and ended the call courteously.,not_proceed
call_028,not_booked,0,The prospect mentioned poor call quality and difficulty hearing the rep early in the conversation.,The rep acknowledged the issue briefly and repeated the question to clarify location context.,proceed
call_028,not_booked,0,The prospect stated they had already spoken with someone from the same company recently and were not interested.,"The rep verified the timing of the previous contact, acknowledged it might be too soon to reach out again, and asked what caused the disinterest to understand context.",unclear
call_028,not_booked,0,The prospect revealed they are already using Lunchbox for online ordering and are satisfied with its performance.,"The rep confirmed the details, asked about integration with Toast, and acknowledged the prospect’s satisfaction without pushing further.",not_proceed
call_028,not_booked,0,The prospect emphasized that everything is working well with their current system and there are no pressing issues.,"The rep agreed, validated the prospect’s satisfaction, and chose not to push for a demo, ending the call politely.",not_proceed
call_029,not_booked,0,The prospect indicated that it was not a good time to talk because they were at doctor's appointments and asked the rep to call back tomorrow.,"The rep apologized for the timing, acknowledged the situation, and agreed to call back at a later time as requested.",proceed
call_029,not_booked,0,The prospect provided a different phone number and clarified that the rep should contact the restaurant directly rather than continuing the current conversation.,"The rep confirmed understanding, repeated the plan to call back, and politely closed the call without pushing further.",proceed
call_030,not_booked,0,"The prospect expressed confusion and concern about being charged money and mentioned wanting a refund, indicating they thought the call was about billing rather than a demo.",The rep clarified the purpose of the call by confirming whether the prospect was calling about a refund and then explained that the contact came from a demo form submission for Toscana's Pizzeria.,proceed
call_030,not_booked,0,"The prospect stated that their partner previously used Owner.com but they no longer want to change their current website provider, showing resistance to switching platforms.","The rep acknowledged the concern without pushing back, expressed understanding, and asked follow-up questions about the current website provider to keep the conversation open.",proceed
call_030,not_booked,0,"The prospect said they were busy and requested a call back the next day, introducing a scheduling constraint that paused the conversation.",The rep agreed to the reschedule politely and ended the call on a positive note without confirming a specific follow-up time.,unclear
call_031,not_booked,0,The prospect stated they were not interested and attempted to end the call immediately after learning the call was about Owner.com.,"The rep tried to recover by asking 'What happened?' and clarifying that the prospect had requested a demo, attempting to re-engage and provide context for the call.",not_proceed
call_031,not_booked,0,"The prospect expressed confusion, saying they did not recall filling out any form and suggested their spouse might have done it, then asked the rep to call back tomorrow.",The rep acknowledged the request politely but did not confirm a specific follow-up time or attempt to secure a commitment for the demo.,not_proceed
call_032,not_booked,0,The prospect said they were busy and could not talk much because they were doing lunch service.,"The rep acknowledged the busyness, made a light joke about rolling dough, and promised to get to the point quickly to respect the prospect’s time.",proceed
call_032,not_booked,0,"The prospect challenged the rep’s claim that their website had low traffic and poor visibility, saying the data was wrong.","The rep attempted to defend the analysis by referencing search results for local pizza terms, but did not provide clear evidence or adapt the claim to the prospect’s context.",not_proceed
call_032,not_booked,0,"The prospect insisted they already use Owner.com and get about a thousand visits a month, implying they are satisfied with their current provider.","The rep acknowledged the information and asked a clarifying question about whether the website had been switched, but did not offer a compelling reason to consider a demo or alternative solution.",not_proceed
call_032,not_booked,0,The prospect ended the call citing they were very busy and needed to get back to work.,The rep accepted the end of the conversation politely without attempting to secure a follow-up or schedule a demo.,not_proceed
call_033,not_booked,0,"The prospect indicated they did not handle online ordering and that their partner was responsible, suggesting the rep was speaking with the wrong decision-maker.",The rep acknowledged the response and attempted to clarify who the correct contact was by asking if it was the prospect’s brother and then who they should reach out to.,not_proceed
call_033,not_booked,0,"The prospect asked the rep to call back later, signaling a polite deflection and potential end to the current conversation.","The rep accepted the request without pushing for a specific time or commitment, effectively ending the interaction.",not_proceed
call_034,not_booked,0,The prospect expressed confusion about the purpose of the call and questioned what kind of meeting the rep was referring to.,The rep clarified that the call was from Owner.com and explained that a meeting request had been received to discuss what Owner offers.,unclear
call_034,not_booked,0,"The prospect misunderstood the rep’s intent, thinking the rep wanted catering services.","The rep corrected the misunderstanding by explaining they were another business and not looking to order catering, then redirected the conversation to confirm if the prospect was the business owner.",proceed
call_034,not_booked,0,The prospect revealed they were not the business owner and that the owner was not present.,The rep asked when the owner would return and requested the owner’s direct contact number to follow up later.,proceed
call_035,not_booked,0,"The prospect expressed satisfaction with their current operations and stated they were good for now, suggesting no immediate need for change.",The rep acknowledged the response as fair and attempted to re-engage by asking about the prospect’s current volume through Postmates and Uber Eats to uncover potential pain points.,unclear
call_035,not_booked,0,"The prospect indicated they had just started using Uber Eats recently, implying they were in an early stage of testing that channel and not ready to switch or add new systems.",The rep tried to highlight the downside of third-party delivery fees and positioned Owner as a way to help regular customers order directly without extra costs.,not_proceed
call_035,not_booked,0,"The prospect repeatedly said they were okay and thanked the rep, signaling disinterest and a desire to end the conversation.","The rep acknowledged the response politely and attempted a soft close by asking if they could call back later, but the prospect deferred for 'a couple of years.'",not_proceed
call_036,not_booked,0,The prospect said they were busy hosting a large group event and could not talk at the moment.,"The rep acknowledged the timing issue, stayed polite, and asked about setting up a time for a future conversation instead of pushing the discussion immediately.",proceed
call_036,not_booked,0,The prospect requested that the rep send an email with information and suggested possibly setting up a chat or meeting later.,"The rep agreed to send an email and lightly confirmed the idea of scheduling a follow-up, aligning with the prospect’s preferred next step.",proceed
call_036,not_booked,0,The prospect clarified that the weekend would not work and proposed next week as a better time for follow-up.,"The rep accepted the timing preference without resistance and closed the call on a cooperative note, confirming they would follow up via email.",proceed
call_037,not_booked,0,"The prospect indicated that Slice did not make any big promises or offer much help, implying limited engagement or dissatisfaction but not outright frustration.",The rep attempted to build relevance by referencing a nearby business (Ignacio at Tequeria La Estrella) using a similar service and transitioned to introducing Owner.com as a potential alternative.,unclear
call_037,not_booked,0,The prospect showed no familiarity with Owner.com or its online presence and mentioned staying away from social media.,"The rep asked follow-up questions about third-party delivery platforms (DoorDash, Uber Eats) to find another angle for engagement and uncover current operations.",unclear
call_037,not_booked,0,"The prospect did not express any pain points or interest in changing from Slice, suggesting satisfaction or lack of motivation to explore alternatives.","The rep decided to end the call politely, acknowledging that the business seemed to be doing well and choosing not to push for a demo.",not_proceed
call_038,not_booked,0,The prospect indicated they do not currently have online ordering and implied it was intentional or not a fit for their business model.,"The rep acknowledged the concern, shared examples of other small restaurants that selectively enable online ordering on slower days, and framed it as a flexible option to balance workload and revenue.",proceed
call_038,not_booked,0,"The prospect directly declined interest in seeing research or implementing online ordering, saying 'No, no.'","The rep attempted to recover by asking for a future timeline when the restaurant might revisit the idea, referencing potential staffing improvements and offering to follow up later.",not_proceed
call_038,not_booked,0,The prospect mentioned staffing issues as a reason for not pursuing online ordering at this time.,"The rep empathized with the staffing challenge, validated the concern, and closed the call politely while leaving the door open for future contact once staffing improves.",not_proceed
call_039,not_booked,0,"The prospect appears confused about their website setup, as the rep notices that the restaurant’s Google Maps and website are not showing the correct Owner site.","The rep points out the inconsistency, explains that it should not be happening, and offers to connect the prospect with the correct support contact by providing a phone number and offering to text it for convenience.",proceed
call_039,not_booked,0,"The prospect seems to have an issue that the rep cannot directly resolve, creating a potential stall in the conversation.","The rep clarifies their role as business development, not technical support, and redirects the prospect to the appropriate department while maintaining engagement by staying on the line and ensuring the prospect receives the correct contact.",unclear
call_040,not_booked,0,"The prospect reveals they only take phone orders and do not use online ordering or delivery, indicating a potential lack of interest in digital solutions.","The rep acknowledges this and asks if growing that side of the business is something they want to pursue, attempting to uncover potential interest or expansion opportunity.",not_proceed
call_040,not_booked,0,The prospect states they do not want to grow online ordering and prefer to keep their traditional model that has worked for 40 years.,"The rep tries to reframe the conversation by discussing downtime and how other restaurants use delivery during slow days to increase revenue, attempting to create a need.",unclear
call_040,not_booked,0,"The prospect emphasizes satisfaction with their current operations and expresses a conservative approach, signaling strong resistance to change.","The rep pivots to discussing visibility and capturing new customers from outside the town, offering to show simple website changes that could help, trying to reduce perceived risk.",not_proceed
call_040,not_booked,0,The prospect firmly reiterates they are not interested in changing their setup and prefer to continue their current approach.,"The rep probes about a mobile app presence to find another angle of engagement, but the prospect clarifies they do not have one and restates disinterest, ending the conversation.",not_proceed
call_041,not_booked,0,"The prospect expressed confusion and suspicion early in the call, asking 'What do you want from me?' and stating they didn't know who the rep was.","The rep clarified their name, company, and purpose, explaining they work with local restaurants to increase online orders and mentioning a nearby client as social proof.",unclear
call_041,not_booked,0,"The prospect accused the rep of blindsiding them and taking an inappropriate approach by referencing another Indian restaurant, perceiving it as manipulative.","The rep acknowledged the feedback, apologized sincerely, and affirmed understanding without arguing, attempting to de-escalate the tension.",proceed
call_041,not_booked,0,"After expressing frustration, the prospect stated they would look up the company themselves and call back if interested, signaling a desire to end the call.",The rep attempted to keep a communication channel open by asking permission to send an email and confirming the prospect checks their inbox regularly.,not_proceed
call_042,not_booked,0,The prospect indicates that they have not received any help or follow-up from their assigned support contact since launching their website.,"The rep acknowledges the lack of support, apologizes, and provides a phone number for the customer to reach the appropriate support team. The rep also expresses empathy and commits to asking around internally to find additional help.",unclear
call_042,not_booked,0,"The prospect’s business performance with the platform has not ramped up as expected, suggesting dissatisfaction or unmet expectations.","The rep validates the concern, apologizes for the poor experience, and reassures the prospect that better service and accountability are needed. The rep directs the customer to contact support for immediate assistance.",not_proceed
call_043,not_booked,0,The prospect stated that someone from the same company had already called and that they were not interested right now.,The rep confirmed whether the previous contact was indeed from their company and attempted to re-engage by referencing local data and potential value before asking about a better time to reconnect.,not_proceed
call_043,not_booked,0,The prospect explained that the reason for not being interested was a lack of budget due to a tough winter and mentioned possibly revisiting at the end of summer.,"The rep acknowledged the concern empathetically, accepted the timing constraint, and closed the call politely without pushing for a demo or scheduling a follow-up.",not_proceed
call_044,not_booked,0,The prospect expresses confusion about why the rep is calling and denies remembering any prior request to meet with the company.,"The rep attempts to clarify by referencing the prior request submission and explaining how they obtained the phone number, connecting it to the company's online ordering services.",unclear
call_044,not_booked,0,"The prospect asks detailed questions about pricing, including whether there is a free month and what the monthly charge is.","The rep explains that the service is commission-free but has a monthly subscription fee that varies by restaurant, and positions the demo as the place to determine exact pricing.",proceed
call_044,not_booked,0,"The prospect shows confusion about the service model, comparing it to DoorDash and asking if the company handles delivery or just pickup.","The rep clarifies that the company builds a website, improves visibility, and manages online ordering and delivery logistics without commission fees, differentiating from third-party delivery apps.",proceed
call_044,not_booked,0,The prospect reveals they already work with another company and states they are not interested in switching or learning more.,"The rep acknowledges the statement but does not attempt to re-engage or explore dissatisfaction with the current provider, allowing the call to end.",not_proceed
call_045,not_booked,0,The prospect interrupted the rep to say they were busy and could not talk at the moment.,"The rep immediately acknowledged the interruption, stayed polite, and asked for a better time to reconnect instead of pushing the conversation further.",proceed
call_045,not_booked,0,The prospect specified they were available later in the afternoon after two.,"The rep confirmed the suggested time, expressed agreement, and closed the call positively to secure the follow-up opportunity.",proceed
call_046,demo_booked,1,"The prospect initially stated that the rep had the wrong number and questioned why they were being contacted about Ru Cafe, expressing confusion and suspicion about how their number was obtained.","The rep calmly explained that someone named KK had submitted an inquiry for a demo request using this number, acknowledged the confusion, and clarified the context without being defensive.",proceed
call_046,demo_booked,1,"The prospect expressed concern about how the rep obtained their number, mentioning that it might be linked to a different restaurant and that their manager would not have shared it.","The rep empathized with the confusion, verbally acknowledged how odd the situation was, and then redirected the conversation by asking if the prospect owned a restaurant to find a relevant connection.",proceed
call_046,demo_booked,1,"The prospect revealed they do own a restaurant but are in the middle of a personal move, requesting to be called next Tuesday to discuss further.","The rep respected the timing constraint, confirmed the follow-up date, and asked for the restaurant name to prepare for the next call, showing professionalism and interest.",proceed
call_047,demo_booked,1,"The prospect explained that their business operates as a traveling food truck, not a fixed-location restaurant, which limits their visibility on Google and complicates online presence.","The rep acknowledged the challenge, asked clarifying questions about their operations, and confirmed understanding of the mobile setup to assess fit.",proceed
call_047,demo_booked,1,The prospect revealed they do not have a Google Business Profile because they move locations frequently and lack a fixed address.,"The rep validated the reasoning, explained that Owner typically requires a fixed address for optimal results, and transparently stated that Owner might not be the best fit for fully mobile operations.",not_proceed
call_047,demo_booked,1,"After hearing that Owner might not be a fit, the prospect mentioned plans to open more consistently in one town and expressed interest in improving their local presence.","The rep encouraged the idea, maintained rapport, and kept the door open by offering to confirm with their team whether the business could still qualify for Owner’s services.",proceed
call_047,demo_booked,1,The prospect asked what steps would be needed to move forward if they pursued Owner’s help.,"The rep outlined the next step as a meeting with a product specialist to confirm fit and value, positioning it as a low-commitment evaluation.",proceed
call_047,demo_booked,1,"At the end, the prospect deferred final commitment, asking the rep to check with their team and follow up later.","The rep agreed to confirm internally and promised to reach back out, closing the call politely while keeping communication open.",unclear
call_048,demo_booked,1,"The prospect did not acknowledge or engage when the rep referenced local restaurants and asked if they knew Marco Pizzeria, showing low familiarity or interest early in the call.",The rep attempted to build local credibility and relevance by referencing nearby businesses and drawing a comparison to the prospect’s restaurant.,unclear
call_048,demo_booked,1,"The prospect gave minimal responses when asked about their online sales and DoorDash usage, indicating hesitation or lack of interest in discussing current operations.","The rep tried to reframe the conversation by explaining the value proposition—visibility, conversion, and retention—and connecting it to reduced commissions compared to DoorDash.",unclear
call_048,demo_booked,1,"When asked if growing online sales was important, the prospect gave a noncommittal or dismissive response, signaling low motivation to continue.",The rep acknowledged the response but did not attempt to re-engage or probe further to uncover underlying reasons or potential interest.,not_proceed
call_049,demo_booked,1,The prospect mentioned that the onboarding team had already signed off for the day and suggested scheduling the demo for tomorrow instead.,"The rep acknowledged the timing constraint, agreed with the prospect’s suggestion, and offered flexibility by confirming tomorrow or later in the week as options.",proceed
call_049,demo_booked,1,The prospect expressed that they had hoped to complete setup during the previous conversation but it didn’t happen because the prior rep was in a rush.,"The rep listened and maintained a cooperative tone, validating the prospect’s willingness to proceed now and reinforcing readiness to complete setup as soon as possible.",proceed
